Namespace(augmix_cutmix_prob=0.5, augmix_prob=0.0, batch_size=32, beta=1.0, data_path='./data/modelnet40_normal_resampled', dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=500, eval=False, exp_name='augmix_cutmix_lams2_eps35e-2_dgcnn_1024', jitter=False, k=20, knn=False, lr=0.001, model='dgcnn', model_path='', modelnet10=False, momentum=0.9, no_cuda=False, normal=False, nsample=512, num_points=1024, rddrop=False, rdscale=False, rot=False, rsmix_prob=0.0, seed=1, shift=False, shuffle=False, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train epoch 0, loss: 3.078562, train acc: 0.443404, train avg acc: 0.266168
Test epoch 31, loss: 2.176856, test acc: 0.902350, test avg acc: 0.859308
Train epoch 32, loss: 2.223038, train acc: 0.896274, train avg acc: 0.835707
Test epoch 32, loss: 2.203444, test acc: 0.899514, test avg acc: 0.844233
Train epoch 33, loss: 2.227291, train acc: 0.894849, train avg acc: 0.834030
Test epoch 33, loss: 2.186647, test acc: 0.895057, test avg acc: 0.831122
Train epoch 34, loss: 2.224847, train acc: 0.897191, train avg acc: 0.837022
Test epoch 34, loss: 2.178674, test acc: 0.894246, test avg acc: 0.841541
Train epoch 35, loss: 2.219763, train acc: 0.896376, train avg acc: 0.837835
Test epoch 35, loss: 2.166528, test acc: 0.906807, test avg acc: 0.856581
Train epoch 36, loss: 2.223002, train acc: 0.898921, train avg acc: 0.844088
Test epoch 36, loss: 2.183077, test acc: 0.895462, test avg acc: 0.841674
Train epoch 37, loss: 2.217766, train acc: 0.900957, train avg acc: 0.843646
Test epoch 37, loss: 2.180949, test acc: 0.892626, test avg acc: 0.837337
Train epoch 38, loss: 2.214942, train acc: 0.901262, train avg acc: 0.842783
Test epoch 38, loss: 2.205073, test acc: 0.880065, test avg acc: 0.839890
Train epoch 39, loss: 2.215743, train acc: 0.903909, train avg acc: 0.847790
Test epoch 39, loss: 2.185787, test acc: 0.894652, test avg acc: 0.840669
Train epoch 40, loss: 2.205686, train acc: 0.904112, train avg acc: 0.848713
Test epoch 40, loss: 2.161891, test acc: 0.899919, test avg acc: 0.842581
Train epoch 41, loss: 2.221330, train acc: 0.901466, train avg acc: 0.844425
Test epoch 41, loss: 2.188350, test acc: 0.882496, test avg acc: 0.830703
Train epoch 42, loss: 2.210082, train acc: 0.906250, train avg acc: 0.853820
Test epoch 42, loss: 2.181342, test acc: 0.901135, test avg acc: 0.853628
Train epoch 43, loss: 2.211214, train acc: 0.905945, train avg acc: 0.851361
Test epoch 43, loss: 2.172262, test acc: 0.895462, test avg acc: 0.848977
Train epoch 44, loss: 2.206104, train acc: 0.902993, train avg acc: 0.846968
Test epoch 44, loss: 2.173458, test acc: 0.904781, test avg acc: 0.850494
Train epoch 45, loss: 2.207692, train acc: 0.903807, train avg acc: 0.846590
Test epoch 45, loss: 2.186046, test acc: 0.899109, test avg acc: 0.847971
Train epoch 46, loss: 2.206346, train acc: 0.901873, train avg acc: 0.844635
Test epoch 46, loss: 2.152661, test acc: 0.905186, test avg acc: 0.858674
Train epoch 47, loss: 2.207289, train acc: 0.903196, train avg acc: 0.848653
Test epoch 47, loss: 2.160218, test acc: 0.901945, test avg acc: 0.863384
Train epoch 48, loss: 2.200550, train acc: 0.906148, train avg acc: 0.855061
Test epoch 48, loss: 2.275662, test acc: 0.857780, test avg acc: 0.814064
Train epoch 49, loss: 2.204168, train acc: 0.904520, train avg acc: 0.851845
Test epoch 49, loss: 2.180374, test acc: 0.891005, test avg acc: 0.851797
Train epoch 50, loss: 2.203025, train acc: 0.909406, train avg acc: 0.857710
Test epoch 50, loss: 2.173144, test acc: 0.895867, test avg acc: 0.866384
Train epoch 51, loss: 2.201105, train acc: 0.909202, train avg acc: 0.856710
Test epoch 51, loss: 2.178852, test acc: 0.890600, test avg acc: 0.850378
Train epoch 52, loss: 2.198917, train acc: 0.909507, train avg acc: 0.858086
Test epoch 52, loss: 2.187117, test acc: 0.888169, test avg acc: 0.861041
Train epoch 53, loss: 2.199840, train acc: 0.910220, train avg acc: 0.859036
Test epoch 53, loss: 2.175716, test acc: 0.902755, test avg acc: 0.860721
Train epoch 54, loss: 2.192720, train acc: 0.914088, train avg acc: 0.862506
Test epoch 54, loss: 2.150604, test acc: 0.908833, test avg acc: 0.853878
Train epoch 55, loss: 2.202983, train acc: 0.906657, train avg acc: 0.856506
Test epoch 55, loss: 2.166004, test acc: 0.901540, test avg acc: 0.860715
Train epoch 56, loss: 2.197169, train acc: 0.908591, train avg acc: 0.859573
Test epoch 56, loss: 2.208769, test acc: 0.888169, test avg acc: 0.825256
Train epoch 57, loss: 2.190267, train acc: 0.916022, train avg acc: 0.867936
Test epoch 57, loss: 2.160321, test acc: 0.905997, test avg acc: 0.865203
Train epoch 58, loss: 2.191863, train acc: 0.913274, train avg acc: 0.864812
Test epoch 58, loss: 2.204553, test acc: 0.889789, test avg acc: 0.847715
Train epoch 59, loss: 2.192382, train acc: 0.911747, train avg acc: 0.860999
Test epoch 59, loss: 2.161999, test acc: 0.902755, test avg acc: 0.860930
Train epoch 60, loss: 2.191105, train acc: 0.915309, train avg acc: 0.867540
Test epoch 60, loss: 2.157882, test acc: 0.895057, test avg acc: 0.850041
Train epoch 61, loss: 2.194245, train acc: 0.911645, train avg acc: 0.863469
Test epoch 61, loss: 2.163873, test acc: 0.903566, test avg acc: 0.851256
Train epoch 62, loss: 2.186691, train acc: 0.917752, train avg acc: 0.872458
Test epoch 62, loss: 2.153141, test acc: 0.905186, test avg acc: 0.856006
Train epoch 63, loss: 2.181287, train acc: 0.920501, train avg acc: 0.874795
Test epoch 63, loss: 2.151658, test acc: 0.903971, test avg acc: 0.860343
Train epoch 64, loss: 2.188477, train acc: 0.914088, train avg acc: 0.867388
Test epoch 64, loss: 2.170963, test acc: 0.903160, test avg acc: 0.861715
Train epoch 65, loss: 2.191101, train acc: 0.918465, train avg acc: 0.871001
Test epoch 65, loss: 2.166659, test acc: 0.901540, test avg acc: 0.860558
Train epoch 66, loss: 2.190145, train acc: 0.913274, train avg acc: 0.862706
Test epoch 66, loss: 2.162191, test acc: 0.898703, test avg acc: 0.852122
Train epoch 67, loss: 2.188015, train acc: 0.916226, train avg acc: 0.869321
Test epoch 67, loss: 2.165777, test acc: 0.903566, test avg acc: 0.857988
Train epoch 68, loss: 2.185481, train acc: 0.917142, train avg acc: 0.869426
Test epoch 68, loss: 2.136455, test acc: 0.918558, test avg acc: 0.870826
Train epoch 69, loss: 2.183172, train acc: 0.920501, train avg acc: 0.875843
Test epoch 69, loss: 2.182087, test acc: 0.889789, test avg acc: 0.858988
Train epoch 70, loss: 2.187046, train acc: 0.916226, train avg acc: 0.869903
Test epoch 70, loss: 2.183373, test acc: 0.901540, test avg acc: 0.860140
Train epoch 71, loss: 2.177845, train acc: 0.922231, train avg acc: 0.880893
Test epoch 71, loss: 2.154268, test acc: 0.900729, test avg acc: 0.857413
Train epoch 72, loss: 2.181960, train acc: 0.919381, train avg acc: 0.872047
Test epoch 72, loss: 2.169578, test acc: 0.897488, test avg acc: 0.857006
Train epoch 73, loss: 2.188229, train acc: 0.914292, train avg acc: 0.865870
Test epoch 73, loss: 2.183511, test acc: 0.893436, test avg acc: 0.849355
Train epoch 74, loss: 2.181218, train acc: 0.921621, train avg acc: 0.879066
Test epoch 74, loss: 2.172551, test acc: 0.898703, test avg acc: 0.867930
Train epoch 75, loss: 2.178908, train acc: 0.922435, train avg acc: 0.877535
Test epoch 75, loss: 2.152134, test acc: 0.908833, test avg acc: 0.867715
Train epoch 76, loss: 2.169487, train acc: 0.926914, train avg acc: 0.886545
Test epoch 76, loss: 2.154902, test acc: 0.902350, test avg acc: 0.860052
Train epoch 77, loss: 2.178168, train acc: 0.917549, train avg acc: 0.872576
Test epoch 77, loss: 2.162006, test acc: 0.899109, test avg acc: 0.862174
Train epoch 78, loss: 2.172560, train acc: 0.924369, train avg acc: 0.882262
Test epoch 78, loss: 2.138873, test acc: 0.913290, test avg acc: 0.855797
Train epoch 79, loss: 2.179522, train acc: 0.920704, train avg acc: 0.874120
Test epoch 79, loss: 2.168033, test acc: 0.903160, test avg acc: 0.864512
Train epoch 80, loss: 2.181485, train acc: 0.920094, train avg acc: 0.876205
Test epoch 80, loss: 2.189896, test acc: 0.892626, test avg acc: 0.855680
Train epoch 81, loss: 2.175424, train acc: 0.922333, train avg acc: 0.881160
Test epoch 81, loss: 2.205878, test acc: 0.892626, test avg acc: 0.842686
Train epoch 82, loss: 2.172498, train acc: 0.923656, train avg acc: 0.879548
Test epoch 82, loss: 2.155347, test acc: 0.895057, test avg acc: 0.854733
Train epoch 83, loss: 2.167970, train acc: 0.925387, train avg acc: 0.885492
Test epoch 83, loss: 2.173578, test acc: 0.884117, test avg acc: 0.841198
Train epoch 84, loss: 2.178743, train acc: 0.920399, train avg acc: 0.876900
Test epoch 84, loss: 2.161817, test acc: 0.892626, test avg acc: 0.839483
Train epoch 85, loss: 2.174970, train acc: 0.922333, train avg acc: 0.877027
Test epoch 85, loss: 2.143183, test acc: 0.907212, test avg acc: 0.870000
Train epoch 86, loss: 2.170582, train acc: 0.926303, train avg acc: 0.886382
Test epoch 86, loss: 2.132165, test acc: 0.914100, test avg acc: 0.864744
Train epoch 87, loss: 2.167190, train acc: 0.924776, train avg acc: 0.885312
Test epoch 87, loss: 2.156133, test acc: 0.900729, test avg acc: 0.847616
Train epoch 88, loss: 2.164540, train acc: 0.927932, train avg acc: 0.884812
Test epoch 88, loss: 2.161531, test acc: 0.902755, test avg acc: 0.861081
Train epoch 89, loss: 2.177172, train acc: 0.918974, train avg acc: 0.875499
Test epoch 89, loss: 2.161067, test acc: 0.899109, test avg acc: 0.860512
Train epoch 90, loss: 2.164062, train acc: 0.928033, train avg acc: 0.887530
Test epoch 90, loss: 2.146573, test acc: 0.905592, test avg acc: 0.854180
Train epoch 91, loss: 2.165340, train acc: 0.926608, train avg acc: 0.885009
Test epoch 91, loss: 2.163083, test acc: 0.908833, test avg acc: 0.872000
Train epoch 92, loss: 2.166658, train acc: 0.928135, train avg acc: 0.885662
Test epoch 92, loss: 2.202039, test acc: 0.893841, test avg acc: 0.826744
Train epoch 93, loss: 2.167700, train acc: 0.926710, train avg acc: 0.887071
Test epoch 93, loss: 2.165331, test acc: 0.893031, test avg acc: 0.851436
Train epoch 94, loss: 2.166507, train acc: 0.928644, train avg acc: 0.888976
Test epoch 94, loss: 2.147648, test acc: 0.915721, test avg acc: 0.867890
Train epoch 95, loss: 2.164998, train acc: 0.927932, train avg acc: 0.888717
Test epoch 95, loss: 2.188021, test acc: 0.897083, test avg acc: 0.841378
Train epoch 96, loss: 2.176921, train acc: 0.919890, train avg acc: 0.879231
Test epoch 96, loss: 2.150394, test acc: 0.905592, test avg acc: 0.871709
Train epoch 97, loss: 2.164813, train acc: 0.923656, train avg acc: 0.880858
Test epoch 97, loss: 2.158436, test acc: 0.895867, test avg acc: 0.865343
Train epoch 98, loss: 2.162771, train acc: 0.929560, train avg acc: 0.889792
Test epoch 98, loss: 2.147946, test acc: 0.899109, test avg acc: 0.862459
Train epoch 99, loss: 2.160493, train acc: 0.930171, train avg acc: 0.889517
Test epoch 99, loss: 2.137304, test acc: 0.912885, test avg acc: 0.856919
Train epoch 100, loss: 2.166172, train acc: 0.925998, train avg acc: 0.884113
Test epoch 100, loss: 2.185647, test acc: 0.893436, test avg acc: 0.854000
Train epoch 101, loss: 2.161203, train acc: 0.929560, train avg acc: 0.890232
Test epoch 101, loss: 2.144755, test acc: 0.909238, test avg acc: 0.861337
Train epoch 102, loss: 2.168534, train acc: 0.926812, train avg acc: 0.885919
Test epoch 102, loss: 2.153933, test acc: 0.898298, test avg acc: 0.861291
Train epoch 103, loss: 2.158309, train acc: 0.933123, train avg acc: 0.894258
Test epoch 103, loss: 2.154383, test acc: 0.897488, test avg acc: 0.857610
Train epoch 104, loss: 2.160249, train acc: 0.927626, train avg acc: 0.885440
Test epoch 104, loss: 2.141824, test acc: 0.912885, test avg acc: 0.875041
Train epoch 105, loss: 2.158399, train acc: 0.932818, train avg acc: 0.895938
Test epoch 105, loss: 2.190876, test acc: 0.894652, test avg acc: 0.852459
Train epoch 106, loss: 2.158322, train acc: 0.930476, train avg acc: 0.891736
Test epoch 106, loss: 2.129332, test acc: 0.916126, test avg acc: 0.869337
Train epoch 107, loss: 2.156173, train acc: 0.933428, train avg acc: 0.895036
Test epoch 107, loss: 2.180884, test acc: 0.889384, test avg acc: 0.871971
Train epoch 108, loss: 2.170133, train acc: 0.923656, train avg acc: 0.881342
Test epoch 108, loss: 2.179794, test acc: 0.899919, test avg acc: 0.863233
Train epoch 109, loss: 2.161913, train acc: 0.928542, train avg acc: 0.886174
Test epoch 109, loss: 2.214439, test acc: 0.889384, test avg acc: 0.840692
Train epoch 110, loss: 2.161664, train acc: 0.927524, train avg acc: 0.889180
Test epoch 110, loss: 2.148473, test acc: 0.899109, test avg acc: 0.860215
Train epoch 111, loss: 2.161109, train acc: 0.930476, train avg acc: 0.895939
Test epoch 111, loss: 2.135497, test acc: 0.915316, test avg acc: 0.861831
Train epoch 112, loss: 2.158621, train acc: 0.931087, train avg acc: 0.890486
Test epoch 112, loss: 2.143476, test acc: 0.914506, test avg acc: 0.880244
Train epoch 113, loss: 2.152173, train acc: 0.931494, train avg acc: 0.894376
Test epoch 113, loss: 2.153020, test acc: 0.900324, test avg acc: 0.878215
Train epoch 114, loss: 2.164459, train acc: 0.926201, train avg acc: 0.883097
Test epoch 114, loss: 2.147482, test acc: 0.912480, test avg acc: 0.870919
Train epoch 115, loss: 2.159172, train acc: 0.931800, train avg acc: 0.893954
Test epoch 115, loss: 2.147776, test acc: 0.898298, test avg acc: 0.862622
Train epoch 116, loss: 2.162583, train acc: 0.929560, train avg acc: 0.888562
Test epoch 116, loss: 2.138467, test acc: 0.910859, test avg acc: 0.855000
Train epoch 117, loss: 2.164699, train acc: 0.928950, train avg acc: 0.889431
Test epoch 117, loss: 2.154618, test acc: 0.905186, test avg acc: 0.860919
Train epoch 118, loss: 2.157618, train acc: 0.931494, train avg acc: 0.892664
Test epoch 118, loss: 2.181534, test acc: 0.906807, test avg acc: 0.861378
Train epoch 119, loss: 2.157677, train acc: 0.933530, train avg acc: 0.895037
Test epoch 119, loss: 2.135481, test acc: 0.908023, test avg acc: 0.873791
Train epoch 120, loss: 2.147495, train acc: 0.938314, train avg acc: 0.899786
Test epoch 120, loss: 2.140096, test acc: 0.909238, test avg acc: 0.870378
Train epoch 121, loss: 2.147580, train acc: 0.936889, train avg acc: 0.900626
Test epoch 121, loss: 2.147389, test acc: 0.904376, test avg acc: 0.867866
Train epoch 122, loss: 2.156215, train acc: 0.933428, train avg acc: 0.894018
Test epoch 122, loss: 2.183560, test acc: 0.912885, test avg acc: 0.871907
Train epoch 123, loss: 2.156681, train acc: 0.933428, train avg acc: 0.895394
Test epoch 123, loss: 2.128341, test acc: 0.920178, test avg acc: 0.873953
Train epoch 124, loss: 2.156601, train acc: 0.930375, train avg acc: 0.891896
Test epoch 124, loss: 2.205511, test acc: 0.902350, test avg acc: 0.856081
Train epoch 125, loss: 2.156718, train acc: 0.929967, train avg acc: 0.889071
Test epoch 125, loss: 2.156396, test acc: 0.902755, test avg acc: 0.871000
Train epoch 126, loss: 2.151972, train acc: 0.933734, train avg acc: 0.895022
Test epoch 126, loss: 2.131833, test acc: 0.914506, test avg acc: 0.874453
Train epoch 127, loss: 2.145897, train acc: 0.936380, train avg acc: 0.901014
Test epoch 127, loss: 2.132352, test acc: 0.914100, test avg acc: 0.868093
Train epoch 128, loss: 2.149878, train acc: 0.937500, train avg acc: 0.904126
Test epoch 128, loss: 2.179653, test acc: 0.898703, test avg acc: 0.864674
Train epoch 129, loss: 2.151179, train acc: 0.932309, train avg acc: 0.894569
Test epoch 129, loss: 2.151406, test acc: 0.884927, test avg acc: 0.863302
Train epoch 130, loss: 2.146230, train acc: 0.932410, train avg acc: 0.893781
Test epoch 130, loss: 2.152882, test acc: 0.907618, test avg acc: 0.865651
Train epoch 131, loss: 2.151865, train acc: 0.935668, train avg acc: 0.899717
Test epoch 131, loss: 2.157194, test acc: 0.904781, test avg acc: 0.881169
Train epoch 132, loss: 2.149444, train acc: 0.936991, train avg acc: 0.901717
Test epoch 132, loss: 2.139309, test acc: 0.905997, test avg acc: 0.876744
Train epoch 133, loss: 2.152400, train acc: 0.932512, train avg acc: 0.894949
Test epoch 133, loss: 2.145260, test acc: 0.916937, test avg acc: 0.867337
Train epoch 134, loss: 2.152016, train acc: 0.935464, train avg acc: 0.900847
Test epoch 134, loss: 2.153607, test acc: 0.898298, test avg acc: 0.875140
Train epoch 135, loss: 2.150450, train acc: 0.934853, train avg acc: 0.900638
Test epoch 135, loss: 2.140461, test acc: 0.905186, test avg acc: 0.871669
Train epoch 136, loss: 2.157276, train acc: 0.932716, train avg acc: 0.892962
Test epoch 136, loss: 2.145125, test acc: 0.909643, test avg acc: 0.857291
Train epoch 137, loss: 2.150507, train acc: 0.935261, train avg acc: 0.898762
Test epoch 137, loss: 2.161565, test acc: 0.898298, test avg acc: 0.874285
Train epoch 138, loss: 2.148060, train acc: 0.937805, train avg acc: 0.903033
Test epoch 138, loss: 2.181422, test acc: 0.892626, test avg acc: 0.866721
Train epoch 139, loss: 2.151862, train acc: 0.933327, train avg acc: 0.896664
Test epoch 139, loss: 2.140124, test acc: 0.912480, test avg acc: 0.876087
Train epoch 140, loss: 2.148986, train acc: 0.935668, train avg acc: 0.898066
Test epoch 140, loss: 2.132211, test acc: 0.903971, test avg acc: 0.871256
Train epoch 141, loss: 2.145909, train acc: 0.938925, train avg acc: 0.904699
Test epoch 141, loss: 2.169837, test acc: 0.896272, test avg acc: 0.868006
Train epoch 142, loss: 2.145946, train acc: 0.938213, train avg acc: 0.904501
Test epoch 142, loss: 2.179582, test acc: 0.882496, test avg acc: 0.870273
Train epoch 143, loss: 2.142525, train acc: 0.941266, train avg acc: 0.907321
Test epoch 143, loss: 2.150787, test acc: 0.910454, test avg acc: 0.883791
Train epoch 144, loss: 2.144660, train acc: 0.935770, train avg acc: 0.901553
Test epoch 144, loss: 2.154323, test acc: 0.893841, test avg acc: 0.867087
Train epoch 145, loss: 2.143893, train acc: 0.937398, train avg acc: 0.905176
Test epoch 145, loss: 2.138084, test acc: 0.912885, test avg acc: 0.870291
Train epoch 146, loss: 2.146606, train acc: 0.936279, train avg acc: 0.900750
Test epoch 146, loss: 2.140087, test acc: 0.911264, test avg acc: 0.874250
Train epoch 147, loss: 2.139323, train acc: 0.940248, train avg acc: 0.906998
Test epoch 147, loss: 2.141059, test acc: 0.903566, test avg acc: 0.885128
Train epoch 148, loss: 2.143368, train acc: 0.938213, train avg acc: 0.906754
Test epoch 148, loss: 2.177903, test acc: 0.890194, test avg acc: 0.853733
Train epoch 149, loss: 2.145198, train acc: 0.940248, train avg acc: 0.905063
Test epoch 149, loss: 2.190633, test acc: 0.884117, test avg acc: 0.841488
Train epoch 150, loss: 2.139700, train acc: 0.938620, train avg acc: 0.907132
Test epoch 150, loss: 2.185100, test acc: 0.895057, test avg acc: 0.845291
Train epoch 151, loss: 2.141033, train acc: 0.940757, train avg acc: 0.905607
Test epoch 151, loss: 2.139453, test acc: 0.914100, test avg acc: 0.867767
Train epoch 152, loss: 2.138560, train acc: 0.942284, train avg acc: 0.912155
Test epoch 152, loss: 2.158922, test acc: 0.890600, test avg acc: 0.863169
Train epoch 153, loss: 2.138107, train acc: 0.940757, train avg acc: 0.907123
Test epoch 153, loss: 2.122868, test acc: 0.918558, test avg acc: 0.888180
Train epoch 154, loss: 2.138866, train acc: 0.940554, train avg acc: 0.905463
Test epoch 154, loss: 2.145228, test acc: 0.906807, test avg acc: 0.870337
Train epoch 155, loss: 2.141353, train acc: 0.940656, train avg acc: 0.908352
Test epoch 155, loss: 2.133070, test acc: 0.901540, test avg acc: 0.875837
Train epoch 156, loss: 2.138446, train acc: 0.941572, train avg acc: 0.907125
Test epoch 156, loss: 2.161274, test acc: 0.906807, test avg acc: 0.874000
Train epoch 157, loss: 2.139875, train acc: 0.943200, train avg acc: 0.911171
Test epoch 157, loss: 2.171242, test acc: 0.887358, test avg acc: 0.863773
Train epoch 158, loss: 2.139139, train acc: 0.936787, train avg acc: 0.900855
Test epoch 158, loss: 2.135440, test acc: 0.907212, test avg acc: 0.874250
Train epoch 159, loss: 2.137128, train acc: 0.942895, train avg acc: 0.912629
Test epoch 159, loss: 2.138863, test acc: 0.916532, test avg acc: 0.876174
Train epoch 160, loss: 2.143796, train acc: 0.938009, train avg acc: 0.903489
Test epoch 160, loss: 2.152187, test acc: 0.893031, test avg acc: 0.869041
Train epoch 161, loss: 2.141520, train acc: 0.938213, train avg acc: 0.903630
Test epoch 161, loss: 2.134171, test acc: 0.910049, test avg acc: 0.864797
Train epoch 162, loss: 2.140023, train acc: 0.941164, train avg acc: 0.907590
Test epoch 162, loss: 2.137414, test acc: 0.907212, test avg acc: 0.853959
Train epoch 163, loss: 2.136736, train acc: 0.940859, train avg acc: 0.907913
Test epoch 163, loss: 2.164580, test acc: 0.892220, test avg acc: 0.850070
Train epoch 164, loss: 2.135514, train acc: 0.942284, train avg acc: 0.909137
Test epoch 164, loss: 2.163566, test acc: 0.909238, test avg acc: 0.873128
Train epoch 165, loss: 2.133915, train acc: 0.942386, train avg acc: 0.910506
Test epoch 165, loss: 2.145298, test acc: 0.908833, test avg acc: 0.881465
Train epoch 166, loss: 2.142912, train acc: 0.937093, train avg acc: 0.899398
Test epoch 166, loss: 2.135730, test acc: 0.912075, test avg acc: 0.869587
Train epoch 167, loss: 2.135843, train acc: 0.940248, train avg acc: 0.907134
Test epoch 167, loss: 2.130519, test acc: 0.918963, test avg acc: 0.876500
Train epoch 168, loss: 2.133583, train acc: 0.942182, train avg acc: 0.912997
Test epoch 168, loss: 2.127899, test acc: 0.911264, test avg acc: 0.883581
Train epoch 169, loss: 2.125614, train acc: 0.950631, train avg acc: 0.923461
Test epoch 169, loss: 2.134727, test acc: 0.910454, test avg acc: 0.863215
Train epoch 170, loss: 2.132280, train acc: 0.945440, train avg acc: 0.913865
Test epoch 170, loss: 2.121400, test acc: 0.915721, test avg acc: 0.878453
